Norma,Data de publicação,Ementa,Órgão de origem,Assuntos,Texto Integral,Tipo,Filename
RES - RESOLUÇÃO 070/2003,06/02/2003,"Homologa as tarifas de compra e venda de energia elétrica, vinculadas aos montantes de energia e demanda de potência estabelecidos entre a Espírito Santo Centrais Elétricas S.A - ESCELSA e a Empresa Luz e Força Santa Maria S.A - ELFSM.",ANEEL,"Homologação 
 ",http://www.aneel.gov.br/cedoc/res2003070.pdf,RES,res2003070.pdf
RES - RESOLUÇÃO 070/2002,08/02/2002,"Autoriza o Mercado Atacadista de Energia Elétrica - MAE a utilizar o programa computacional Newave, versão 9.2, desde 01.01.2002.",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res2002070.pdf,RES,res2002070.pdf
RES - RESOLUÇÃO 071/2003,06/02/2003,"Homologa as tarifas de fornecimento de energia elétrica, e fixa os valores da Taxa de Fiscalização dos Serviços de Energia Elétrica - TFSEE e as Tarifas de Uso dos Sistemas de Distribuição - TUSD, para o período de fevereiro de 2003 a janeiro de 2004, para a Cooperativa Aliança - COOPERALIANÇA.",ANEEL,"Homologação 
 ",http://www.aneel.gov.br/cedoc/res2003071.pdf,RES,res2003071.pdf
RES - RESOLUÇÃO 070/2000,31/03/2000,"Homologa a revisão das tarifas de fornecimento de energia elétrica referente a aplicação da elevação da Contribuição para o Financiamento da Seguridade Social - COFINS, para a Companhia de Eletricidade Vale Paranapanema - PARANAPANEMA.",ANEEL,"Homologação 
 ",http://www.aneel.gov.br/cedoc/res2000070.pdf,RES,res2000070.pdf
RES - RESOLUÇÃO 070/1998,18/03/1998,"Suspende os produtores independentes El Paso Amazonas Energia Ltda e CMI Power Amazonas Ltda, de participarem de licitações relativas ao serviço de energia elétrica, até a data da efetiva entrada em operação comercial das unidades de Manaus, bem como adverte a Manaus Energia S.A, pela inobservância das condições de qualidade e confiabilidade na execução do serviço de energia elétrica em Manaus.",ANEEL,"Suspensão 
 ",http://www.aneel.gov.br/cedoc/res1998070.pdf,RES,res1998070.pdf
RES - RESOLUÇÃO 071/2000,31/03/2000,"Homologa a revisão das tarifas de fornecimento de energia elétrica referente a aplicação da elevação da contribuição para o Financiamento da Seguridade Social - COFINS, para Companhia Nacional de Energia Elétrica - NACIONAL.",ANEEL,"Homologação 
 ",http://www.aneel.gov.br/cedoc/res2000071.pdf,RES,res2000071.pdf
RES - RESOLUÇÃO 071/1998,27/03/1998,"Autoriza a Centrais Elétricas do Sul do Brasil S.A -  ELETROSUL e a Empresa de Energia Elétrica de Mato Grosso do Sul S.A - ENERSUL a desvincularem de seus acervos, para alienar por permuta, bens direitos e instalações localizados nos municípios de Dourado, Ivinhema, Campo Grande e Ribas do Rio Pardo, (MS) e Castilho, (SP).",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res1998071.pdf,RES,res1998071.pdf
RES - RESOLUÇÃO 072/2003,06/02/2003,"Homologa as tarifas de compra e venda de energia elétrica, vinculadas aos montantes de energia e demanda de potência estabelecidos entre a Centrais Elétricas de Santa Catarina S.A - CELESC e a Cooperativa Aliança - COOPERALIANÇA.",ANEEL,"Homologação 
 ",http://www.aneel.gov.br/cedoc/res2003072.pdf,RES,res2003072.pdf
RES - RESOLUÇÃO 072/2002,08/02/2002,"Estabelece os procedimentos  a serem observados pelas empresas de energia elétrica para registro contábil dos efeitos decorrentes da Medida Provisória 014 e Resolução GCE 091, ambas de 21.12.2001.",ANEEL,"Fixação 
 ",http://www.aneel.gov.br/cedoc/res2002072.pdf,RES,res2002072.pdf
RES - RESOLUÇÃO 073/2002,13/02/2002,"Estabelece as normas, estrutura e forma de funcionamento para a transição no Mercado Atacadista de Energia Elétrica - MAE, do período de auto-regulado para a regulamentação por parte da ANEEL.",ANEEL,"Fixação 
 ",http://www.aneel.gov.br/cedoc/res2002073.pdf,RES,res2002073.pdf
RES - RESOLUÇÃO 072/2001,12/03/2001,"Autoriza a Energy Works do Brasil Ltda, a estabelecer-se como Produtor Independente de Energia Elétrica, mediante a implantação da Central de Cogeração Energy Works Corn Products Mogi, no município de Mogi Guaçu, (SP), e reconhece, em regime precário o enquadramento da central termelétrica na modalidade de cogeração qualificada, para comercialização da energia elétrica produzida.",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res2001072.pdf,RES,res2001072.pdf
RES - RESOLUÇÃO 073/2001,12/03/2001,"Autoriza a Energy Works do Brasil Ltda, a estabelecer-se como Produtor Independente de Energia Elétrica, mediante a implantação da Central de Cogeração Energy Works Corn Products Balsa, no município de Balsa Nova, (PR), bem como reconhece, em regime precário o enquadramento da central termelétrica, na modalidade de cogeração qualificada, para comercialização da energia elétrica produzida.",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res2001073.pdf,RES,res2001073.pdf
RES - RESOLUÇÃO 072/2000,31/03/2000,"Homologa a revisão das tarifas de fornecimento de energia elétrica referente a aplicação da elevação da contribuição para o Financiamento da Seguridade Social - COFINS, para a Empresa Luz e Força Santa Maria - SANTA MARIA.",ANEEL,"Homologação 
 ",http://www.aneel.gov.br/cedoc/res2000072.pdf,RES,res2000072.pdf
RES - RESOLUÇÃO 073/2000,31/03/2000,"Homologa a revisão das tarifas de fornecimento e suprimento de energia elétrica referente a aplicação da elevação da Contribuição para o Financiamento da Seguridade Social - COFINS, para CAIUÁ Serviços de Eletricidade S.A.",ANEEL,"Homologação 
 ",http://www.aneel.gov.br/cedoc/res2000073.pdf,RES,res2000073.pdf
RES - RESOLUÇÃO 074/2003,13/02/2003,"Estabelece a energia assegurada referente a Pequena Central Hidrelétrica Cachoeira Grande, no ribeirão Cocais Pequeno, município de Coronel Fabriciano, (MG).",ANEEL,"Fixação 
 ",http://www.aneel.gov.br/cedoc/res2003074.pdf,RES,res2003074.pdf
RES - RESOLUÇÃO 074/2002,15/02/2002,"Homologa as tarifas de uso dos sistemas de distribuição de energia elétrica da Companhia Energética de Alagoas - CEAL, e revoga as respectivas tarifas estabelecidas no Anexo da RES ANEEL 286 de 01.10.1999.",ANEEL,"Homologação 
 ",http://www.aneel.gov.br/cedoc/res2002074.pdf,RES,res2002074.pdf
RES - RESOLUÇÃO 073/1998,27/03/1998,"Prorroga o prazo de diversas obras, requerido pela Companhia Energética de São Paulo - CESP.",ANEEL,"Prorrogação de prazo 
 ",http://www.aneel.gov.br/cedoc/res1998073.pdf,RES,res1998073.pdf
RES - RESOLUÇÃO 074/2000,31/03/2000,"Homologa a revisão das tarifas de fornecimento e suprimento de energia elétrica referente a aplicação da elevação da Contribuição para o Financiamento da Seguridade Social - COFINS, para Companhia Luz e Força Santa Cruz - SANTA CRUZ.",ANEEL,"Homologação 
 ",http://www.aneel.gov.br/cedoc/res2000074.pdf,RES,res2000074.pdf
RES - RESOLUÇÃO 076/2003,14/02/2003,Determina a prorrogação do prazo da intervenção administrativa na Companhia Energética do Maranhão - CEMAR.,ANEEL,"Prorrogação de prazo 
 ",http://www.aneel.gov.br/cedoc/res2003076.pdf,RES,res2003076.pdf
RES - RESOLUÇÃO 076/2002,15/02/2002,"Homologa as tarifas de uso dos sistemas de distribuição de energia elétrica da Companhia Energética do Maranhão - CEMAR, e revoga as respectivas tarifas estabelecidas no Anexo da RES ANEEL 286 de 01.10.1999.",ANEEL,"Homologação 
 ",http://www.aneel.gov.br/cedoc/res2002076.pdf,RES,res2002076.pdf
RES - RESOLUÇÃO 075/2002,15/02/2002,"Homologa as tarifas de uso dos sistemas de distribuição de energia elétrica da Companhia Energética de Brasília - CEB, e revoga as respectivas tarifas estabelecidas no Anexo da RES ANEEL 286 de 01.10.1999.",ANEEL,"Homologação 
 ",http://www.aneel.gov.br/cedoc/res2002075.pdf,RES,res2002075.pdf
RES - RESOLUÇÃO 076/1998,27/03/1998,"Nomeia para exercer cargo em comissão, Superintendentes, Assessor de Diretor e Cargos Comissionados de Energia.",ANEEL,"Nomeação 
 ",http://www.aneel.gov.br/cedoc/res1998076.pdf,RES,res1998076.pdf
RES - RESOLUÇÃO 075/2000,31/03/2000,"Homologa a revisão das tarifas de fornecimento de energia elétrica referente a aplicação da elevação da Contribuição para o Financiamento da Seguridade Social - COFINS, para Companhia Força e Luz do Oeste - OESTE.",ANEEL,"Homologação 
 ",http://www.aneel.gov.br/cedoc/res2000075.pdf,RES,res2000075.pdf
RES - RESOLUÇÃO 075/1998,27/03/1998,"Autoriza a Companhia Paulista de Força e Luz - CPFL desvincular de seu acervo para alienar por doação, à Fundação Patrimônio Histórico da Energia de São Paulo, bens imóveis em Ribeirão Preto e São Carlos, (SP).",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res1998075.pdf,RES,res1998075.pdf
REN - RESOLUÇÃO NORMATIVA 077/2004,19/08/2004,"Estabelece os procedimentos vinculados à redução das tarifas de uso dos sistemas elétricos de transmissão e de distribuição, para empreendimentos hidrelétricos de geração, caracterizados como Pequena Central Hidrelétrica, e aqueles com fonte solar, eólica, biomassa ou cogeração qualificada, com potência instalada menor ou igual a 30.000 kW; Revoga o art. 22 da Resolução 281 de 01.10.1999 e Revoga a Resolução 219 de 23.04.2003.",ANEEL,"Fixação 
 ",http://www.aneel.gov.br/cedoc/ren2004077.pdf,REN,ren2004077.pdf
REN - RESOLUÇÃO NORMATIVA 078/2004,26/08/2004,"Determina ao Mercado Atacadista de Energia Elétrica - MAE, a responsabilidade pela elaboração de documentos, pertinentes à realização do Leilão de compra e venda de energia, previsto no art. 25 do Decreto 5.163 de 30.07.2004, a serem apresentados à ANEEL.",ANEEL,"(MAE) 
 ",http://www.aneel.gov.br/cedoc/ren2004078.pdf,REN,ren2004078.pdf
RES - RESOLUÇÃO 077/2002,15/02/2002,"Homologa as tarifas de uso dos sistemas de distribuição de energia elétrica da Companhia de Eletricidade do Rio de Janeiro - CERJ, e revoga as respectivas tarifas estabelecidas no Anexo da RES ANEEL 286 de 01.10.1999.",ANEEL,"Homologação 
 ",http://www.aneel.gov.br/cedoc/res2002077.pdf,RES,res2002077.pdf
RES - RESOLUÇÃO 078/2003,19/02/2003,"Estabelece a energia assegurada referente a Pequena Central Hidrelétrica Cocais Grande, no ribeirão Grande, município de Antônio Dias, (MG).",ANEEL,"Fixação 
 ",http://www.aneel.gov.br/cedoc/res2003078.pdf,RES,res2003078.pdf
RES - RESOLUÇÃO 078/2002,15/02/2002,"Homologa as tarifas de uso dos sistemas de distribuição de energia elétrica da Empresa Luz e Força Santa Maria S.A - ELFSM, e revoga as respectivas tarifas estabelecidas no Anexo da RES ANEEL 286 de 01.10.1999.",ANEEL,"Homologação 
 ",http://www.aneel.gov.br/cedoc/res2002078.pdf,RES,res2002078.pdf
RES - RESOLUÇÃO 078/2001,19/03/2001,"Transfere para a empresa Trombini Papel e Embalagens S.A, a concessão para exploração do potencial hidráulico Pequena Central Hidrelétrica Barra, no rio Jordão, município de Candói, (PR), de que é titular a Morro Verde S.A.",ANEEL,"Transferência 
 ",http://www.aneel.gov.br/cedoc/res2001078.pdf,RES,res2001078.pdf
RES - RESOLUÇÃO 077/2000,05/04/2000,"Autoriza a Fertilizantes Fosfatados S.A - FOSFÉRTIL, a ampliar a central termelétrica de cogeração denominada Expansão do Complexo Industrial Uberaba, na qualidade de autoprodutor no município de Uberaba, (MG), para uso exclusivo.",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res2000077.pdf,RES,res2000077.pdf
RES - RESOLUÇÃO 078/2000,06/04/2000,"Autoriza a Anhambi Agroindustrial Ltda, a estabelecer-se como Produtor Independente de Energia Elétrica, mediante o aproveitamento do potencial hidráulico da central geradora Vitorino, no rio Vitorino, município de Itapejara do Oeste, (PR).",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res2000078.pdf,RES,res2000078.pdf
RES - RESOLUÇÃO 077/1998,01/04/1998,"Publica os valores relativos aos royalties devidos pela ITAIPU Binacional ao Brasil, referentes ao mês de novembro de 1996.",ANEEL,"Valor 
 ",http://www.aneel.gov.br/cedoc/res1998077.pdf,RES,res1998077.pdf
RES - RESOLUÇÃO 079/2002,15/02/2002,"Homologa as tarifas de uso dos sistemas de distribuição de energia elétrica da Empresa Energética de Sergipe S.A - ENERGIPE, e revoga as respectivas tarifas estabelecidas no Anexo da RES ANEEL 286 de 01.10.1999.",ANEEL,"Homologação 
 ",http://www.aneel.gov.br/cedoc/res2002079.pdf,RES,res2002079.pdf
RES - RESOLUÇÃO 078/1998,01/04/1998,"Publica os valores relativos aos royalties devidos pela ITAIPU Binacional ao Brasil, referentes ao pagamento do ajuste do dólar do 2º semestre de 1991.",ANEEL,"Valor 
 ",http://www.aneel.gov.br/cedoc/res1998078.pdf,RES,res1998078.pdf
RES - RESOLUÇÃO 079/2000,06/04/2000,"Autoriza a ARAPUCEL - Araputanga Centrais Elétricas S.A. a estabelecer-se como Produtor Independente de Energia Elétrica, mediante o aproveitamento do potencial hidráulico da central geradora Ombreiras, no rio Jauru, municípios de Araputanga e Jauru, (MT).",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res2000079.pdf,RES,res2000079.pdf
RES - RESOLUÇÃO 079/1998,01/04/1998,"Publica os valores relativos aos royalties devidos pela ITAIPU Binacional ao Brasil, referentes ao pagamento do ajuste do dólar do 1º semestre de 1992.",ANEEL,"Valor 
 ",http://www.aneel.gov.br/cedoc/res1998079.pdf,RES,res1998079.pdf
RES - RESOLUÇÃO 080/2003,19/02/2003,"Altera a redação do art. 1º da Resolução ANEEL 581 de 19.12.2001, que autoriza a Enerbrasil - Energias Renováveis do Brasil Ltda estabelecer-se como Produtor Independente de energia elétrica, mediante a implantação da central geradora eólica RN 15 - Rio do Fogo, no município de Rio do Fogo, (RN) e prorroga os prazos para implantação e operação da central geradora eólica, de que trata o inciso II da referida Resolução.",ANEEL,"Alteração 
 ",http://www.aneel.gov.br/cedoc/res2003080.pdf,RES,res2003080.pdf
RES - RESOLUÇÃO 080/2002,15/02/2002,"Homologa as tarifas de uso dos sistemas de distribuição de energia elétrica da Companhia Sul Sergipana de Eletricidade - SULGIPE, e revoga as respectivas tarifas estabelecidas no Anexo da RES ANEEL 286 de 01.10.1999.",ANEEL,"Homologação 
 ",http://www.aneel.gov.br/cedoc/res2002080.pdf,RES,res2002080.pdf
RES - RESOLUÇÃO 080/2001,19/03/2001,"Altera a redação do art. 3º das Resoluções 360 de 19.11.1998, 001 de 06.01.1999, 014 de 20.01.1999, 228 de 15.07.1999, 271 de 21.09.1999, 276 de 22.09.1999 e 291 de 11.10.1999, que determina que a autorizada somente poderá implantar instalações de energia elétrica para atividade de compra e venda mediante autorização da ANEEL.",ANEEL,"Alteração 
 ",http://www.aneel.gov.br/cedoc/res2001080.pdf,RES,res2001080.pdf
RES - RESOLUÇÃO 080/1998,01/04/1998,"Publica os valores relativos aos royalties devidos pela ITAIPU Binacional ao Brasil, referentes ao pagamento do ajuste do dólar do 1º semestre de 1991.",ANEEL,"Valor 
 ",http://www.aneel.gov.br/cedoc/res1998080.pdf,RES,res1998080.pdf
RES - RESOLUÇÃO 081/2002,15/02/2002,"Homologa as tarifas de uso dos sistemas de distribuição de energia elétrica da Força e Luz Coronel Vivida Ltda - FORCEL, e revoga as respectivas tarifas estabelecidas no Anexo da RES ANEEL 286 de 01.10.1999.",ANEEL,"Homologação 
 ",http://www.aneel.gov.br/cedoc/res2002081.pdf,RES,res2002081.pdf
RES - RESOLUÇÃO 081/2001,19/03/2001,"Autoriza a El Paso Rio Grande Ltda, a comercializar energia elétrica no âmbito do Mercado Atacadista de Energia Elétrica - MAE.",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res2001081.pdf,RES,res2001081.pdf
RES - RESOLUÇÃO 081/2000,06/04/2000,"Autoriza a Destilaria Andrade S.A a estabelecer-se como auprodutor, mediante a existente central termelétrica de cogeração Usina Termelétrica Destilaria Andrade, no município de Pitangueiras, (SP).",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res2000081.pdf,RES,res2000081.pdf
RES - RESOLUÇÃO 081/1998,30/03/1998,"Autoriza a captação de água dos reservatórios de Itaparica, Paulo Afonso IV e Moxotó, pela AAT International Ltda, cujas concessões são da Companhia Hidro Elétrica do São Francisco - CHESF.",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res1998081.pdf,RES,res1998081.pdf
RES - RESOLUÇÃO 082/2003,20/02/2003,"Prorroga o prazo estabelecido na Resolução ANEEL 419 de 25.10.2000, inciso II do art. 5º, que autoriza a Modal Energy S.A, a comercializar energia elétrica no âmbito do Mercado Atacadista de Energia Elétrica - MAE.",ANEEL,"Prorrogação de prazo 
 ",http://www.aneel.gov.br/cedoc/res2003082.pdf,RES,res2003082.pdf
RES - RESOLUÇÃO 082/2002,15/02/2002,"Homologa as tarifas de uso dos sistemas de distribuição de energia elétrica da Muxfeldt, Marin e Companhia Ltda - MMC, e revoga as respectivas tarifas estabelecidas no Anexo da RES ANEEL 286 de 01.10.1999.",ANEEL,"Homologação 
 ",http://www.aneel.gov.br/cedoc/res2002082.pdf,RES,res2002082.pdf
REN - RESOLUÇÃO NORMATIVA 084/2004,27/09/2004,"Altera os arts. 3º, 7º, 9º, 15 e 16, e revoga o parág. 3º do art. 3º e o parágrafo único do art. 9º, da Resolução ANEEL 249 de 06.05.2002, que estabelece critérios e procedimentos para a definição de encargos tarifários relativos à aquisição de energia elétrica e à contratação de capacidade de geração ou potência pela Comercializadora Brasileira de Energia Emergencial - CBEE, bem como determina o prazo para republicação atualizada da mesma.",ANEEL,"Alteração 
 ",http://www.aneel.gov.br/cedoc/ren2004084.pdf,REN,ren2004084.pdf
